categoria,n_produtos,mae,r2,cobertura,largura_media
ram,1274,269.45008826049497,0.8649977008940292,0.8627450980392157,956.1931791562773
cpu,559,529.3435813345377,0.6197815987094937,0.9642857142857143,3383.5561997505656
gpu,518,1721.8389467831562,0.5918665975208695,0.8846153846153846,5350.227405328129
ssd,879,682.750559361784,0.37290734732256536,0.9261363636363636,2282.186500075371
fonte,627,142.57949110326086,0.692018314712102,0.9206349206349206,802.7070831441265
placa_mae,935,598.725804524186,0.3789739574895882,0.8877005347593583,2222.9798131828425
