data_coleta,categoria_key,id,nome,preco_original,preco_atual,preco_pix,desconto_pct,avaliacao,num_avaliacoes,disponivel,fabricante,categoria,garantia,frete_gratis,url,cpu_socket,cpu_tdp_w,cpu_com_cooler,cpu_marca,cpu_serie,cpu_ddr_suportado
2026-05-16,cpu,948464,Processador Intel Core i3-9100f Quad-core 3.6ghz (4.2ghz Turbo) 6mb Cache LGA 1151,0.0,317.98,317.98,0,0,0,True,Intel,Hardware/Processadores/Processador Intel,Sem Garantia,False,https://www.kabum.com.br/produto/948464/processador-intel-core-i3-9100f-quad-core-3-6ghz-4-2ghz-turbo-6mb-cache-lga-1151,LGA1151,,False,Intel,Core i3,DDR4
2026-05-16,cpu,948369,"Processador Amd Ryzen 5 4655g, 3.7ghz (4.2ghz Max Turbo), Cache 11mb, Am4, Vídeo Integrado",0.0,1052.18,1052.18,0,0,0,True,AMD,Hardware/Processadores/Processador AMD,Sem Garantia,False,https://www.kabum.com.br/produto/948369/processador-amd-ryzen-5-4655g-3-7ghz-4-2ghz-max-turbo-cache-11mb-am4-video-integrado,AM4,,False,AMD,Ryzen 5,DDR4
2026-05-16,cpu,1000736,Processador Intel Core i3 8100t 3.6ghz LGA  1151 Oem,0.0,258.67,258.67,0,0,0,True,Intel,Hardware/Processadores/Processador Intel/Core i3,Sem Garantia,False,https://www.kabum.com.br/produto/1000736/processador-intel-core-i3-8100t-3-6ghz-lga-1151-oem,LGA1151,,False,Intel,Core i3,DDR4
2026-05-16,cpu,580273,"Processador Intel Core I3-10100 10 Geração, 3.6Ghz, Max Turbo 4.3Ghz, Cache 6MB, LGA 1200 - Bx8070110100",0.0,1528.99,1528.99,0,0,0,True,Intel,Hardware/Processadores/Processador Intel,Sem Garantia,False,https://www.kabum.com.br/produto/580273/processador-intel-core-i3-10100-10-geracao-3-6ghz-max-turbo-4-3ghz-cache-6mb-lga-1200-bx8070110100,LGA1200,,False,Intel,Core I3,DDR4
2026-05-16,cpu,1007902,Processador Intel Core i5 4570t Socket LGA  1150 2.9ghz 4mb - Oem,0.0,199.9,199.9,0,0,0,True,Intel,Hardware/Processadores/Processador Intel/Core i5,Sem Garantia,False,https://www.kabum.com.br/produto/1007902/processador-intel-core-i5-4570t-socket-lga-1150-2-9ghz-4mb-oem,LGA1150,,False,Intel,Core i5,
2026-05-16,cpu,1037269,"Processador Intel Core i9-10910, 10ª Geração, 3.60ghz (turbo 5.00ghz), Socket LGA  1200, Cache 20mb – Oem",0.0,2325.76,2209.47,5,0,0,True,Intel,Hardware/Processadores/Processador Intel/Core i9,Sem Garantia,False,https://www.kabum.com.br/produto/1037269/processador-intel-core-i9-10910-10-geracao-3-60ghz-turbo-5-00ghz-socket-lga-1200-cache-20mb-oem,LGA1200,,False,Intel,Core i9,DDR4
2026-05-16,cpu,992866,Processador Intel Core i3-3220 3m Cache 3.30 Ghz LGA  1155 3ª Ger S/box Oem,0.0,153.99,153.99,0,0,0,True,Intel,Hardware/Processadores/Processador Intel,Sem Garantia,False,https://www.kabum.com.br/produto/992866/processador-intel-core-i3-3220-3m-cache-3-30-ghz-lga-1155-3-ger-s-box-oem,LGA1155,,True,Intel,Core i3,
2026-05-16,cpu,990111,Processador Intel Core i5-4570 6mb Cache 3.2 Ghz LGA  1150 4ª Ger S/box Oem,0.0,383.9,383.9,0,0,0,True,Intel,Hardware/Processadores/Processador Intel/Core i5,Sem Garantia,False,https://www.kabum.com.br/produto/990111/processador-intel-core-i5-4570-6mb-cache-3-2-ghz-lga-1150-4-ger-s-box-oem,LGA1150,,True,Intel,Core i5,
2026-05-16,cpu,918077,"Processador Intel Core i5-3330, 3.00 Ghz (turbo Até 3.20 Ghz), 4 Núcleos, 6 Mb Cache, Tdp 77w, LGA  1155, 3ª Geração, Oem",0.0,284.56,284.56,0,0,0,True,Intel,Hardware/Processadores/Processador Intel/Core i5,Sem Garantia,False,https://www.kabum.com.br/produto/918077/processador-intel-core-i5-3330-3-00-ghz-turbo-ate-3-20-ghz-4-nucleos-6-mb-cache-tdp-77w-lga-1155-3-geracao-oem,LGA1155,77.0,False,Intel,Core i5,
2026-05-16,cpu,1028887,Processador Intel Core i3 4130 LGA  1150 3.40 Ghz Com Vídeo Integrado 4 Geração,0.0,186.99,186.99,0,0,0,True,Intel,Hardware/Processadores/Processador Intel,Sem Garantia,False,https://www.kabum.com.br/produto/1028887/processador-intel-core-i3-4130-lga-1150-3-40-ghz-com-video-integrado-4-geracao,LGA1150,,False,Intel,Core i3,
2026-05-16,cpu,930937,Processador Intel Core i3-3220 3.30 Ghz 3mb LGA  1155 Oem,0.0,66.65,59.99,10,0,0,True,Intel,Hardware/Processadores/Processador Intel/Core i3,Sem Garantia,False,https://www.kabum.com.br/produto/930937/processador-intel-core-i3-3220-3-30-ghz-3mb-lga-1155-oem,LGA1155,,False,Intel,Core i3,
2026-05-16,cpu,993403,"Processador Intel Core i5-8400, 2.80 Ghz (turbo Até 4.00 Ghz), 6 Núcleos, 9 Mb Cache, Tdp 65w, LGA  1151, 8ª Geração, Oem",0.0,824.99,824.99,0,0,0,True,Intel,Hardware/Processadores/Processador Intel,Sem Garantia,False,https://www.kabum.com.br/produto/993403/processador-intel-core-i5-8400-2-80-ghz-turbo-ate-4-00-ghz-6-nucleos-9-mb-cache-tdp-65w-lga-1151-8-geracao-oem,LGA1151,65.0,False,Intel,Core i5,DDR4
2026-05-16,cpu,941015,"Processador Gamer Intel Core i5-7500 – 7ª Geração, 4 Núcleos, Até 3.8ghz, Gráficos Integrados Intel Hd 630",0.0,343.9,319.83,7,0,0,True,Intel,Hardware/Processadores/Processador Intel/Core i5,Sem Garantia,False,https://www.kabum.com.br/produto/941015/processador-gamer-intel-core-i5-7500-7-geracao-4-nucleos-ate-3-8ghz-graficos-integrados-intel-hd-630,,,False,Intel,Core i5,
2026-05-16,cpu,670462,Processador Intel Core I3-3220 3.30 Ghz 3 Mb Cache 1155 - Importado,0.0,265.0,238.5,10,0,0,True,Intel,Hardware/Processadores/Processador Intel/Core i3,Sem Garantia,False,https://www.kabum.com.br/produto/670462/processador-intel-core-i3-3220-3-30-ghz-3-mb-cache-1155-importado,1155,,False,Intel,Core I3,
2026-05-16,cpu,1036657,"Processador 1151 i5  6600 3,3ghz(3,9 Ghz) 6mb /4 Nuc /4 Thre i5-6600 Intel",0.0,324.0,281.88,13,0,0,True,Intel,Hardware/Processadores/Processador Intel/Core i5,Sem Garantia,False,https://www.kabum.com.br/produto/1036657/processador-1151-i5-6600-3-3ghz-3-9-ghz-6mb-4-nuc-4-thre-i5-6600-intel,1151,,False,Intel,,DDR4
2026-05-16,cpu,930938,Processador Intel Core i3-4150 3.50 Ghz 3mb LGA  1150 Oem,0.0,49.98,44.98,10,0,0,True,Intel,Hardware/Processadores/Processador Intel/Core i3,Sem Garantia,False,https://www.kabum.com.br/produto/930938/processador-intel-core-i3-4150-3-50-ghz-3mb-lga-1150-oem,LGA1150,,False,Intel,Core i3,
2026-05-16,cpu,1016314,"Processador Intel Core i7, 6ª Geração, 3.40ghz, Socket LGA  1151, Cache 8mb, Com Cooler – Oem",0.0,444.45,422.23,5,0,0,True,Intel,Hardware/Processadores/Processador Intel/Core i7,Sem Garantia,False,https://www.kabum.com.br/produto/1016314/processador-intel-core-i7-6-geracao-3-40ghz-socket-lga-1151-cache-8mb-com-cooler-oem,LGA1151,,True,Intel,Core i7,DDR4
2026-05-16,cpu,1035219,"Processador 1200 Intel 10ª Geração Core i7-10700t, 2.9ghz, 16mb, Oem, Sem Cooler",0.0,1894.43,1704.99,10,0,0,True,Intel,Hardware/Processadores/Processador Intel/Core i7,Sem Garantia,False,https://www.kabum.com.br/produto/1035219/processador-1200-intel-10-geracao-core-i7-10700t-2-9ghz-16mb-oem-sem-cooler-gar-t9m,1200,,True,Intel,Core i7,DDR4
2026-05-16,cpu,1036919,"Processador Intel Core i5-8500, 8ª Geração, 3.00ghz, Socket LGA 1151, Cache 9mb – Oem",0.0,560.88,532.84,5,0,0,True,Intel,Hardware/Processadores/Processador Intel/Core i5,Sem Garantia,False,https://www.kabum.com.br/produto/1036919/processador-intel-core-i5-8500-8-geracao-3-00ghz-socket-lga-1151-cache-9mb-oem,LGA1151,,False,Intel,Core i5,DDR4
2026-05-16,cpu,1017652,Processador Intel Core Ultra 9-285k Arrow Lake- Bx80768285k,0.0,4299.0,4041.06,6,0,0,True,Intel,Hardware/Processadores/Processador Intel/Core i9,Sem Garantia,False,https://www.kabum.com.br/produto/1017652/processador-intel-core-ultra-9-285k-arrow-lake-bx80768285k,,,False,Intel,Core Ultra 9,
2026-05-16,cpu,637616,Processador Amd Ryzen 7 8700f 24mb 4.1ghz - 5.0ghz,0.0,1509.0,1282.65,15,0,0,True,AMD,Hardware/Processadores/Processador AMD,Sem Garantia,False,https://www.kabum.com.br/produto/637616/processador-amd-ryzen-7-8700f-24mb-4-1ghz-5-0ghz,,,False,AMD,Ryzen 7,
2026-05-16,cpu,881348,Processador Intel Core i5 7ª Geração De 4 Núcleos E 3.8ghz - Oem,0.0,404.3,392.17,3,0,0,True,Intel,Hardware/Processadores/Processador Intel,Sem Garantia,False,https://www.kabum.com.br/produto/881348/processador-intel-core-i5-7-geracao-de-4-nucleos-e-3-8ghz-oem,,,False,Intel,Core i5,
2026-05-16,cpu,887737,Processador Intel Core i7 6ª Geração De 4 Núcleos E 3.6ghz - Oem,0.0,631.3,612.36,3,0,0,True,Intel,Hardware/Processadores/Processador Intel,Sem Garantia,False,https://www.kabum.com.br/produto/887737/processador-intel-core-i7-6-geracao-de-4-nucleos-e-3-6ghz-oem,,,False,Intel,Core i7,
2026-05-16,cpu,887739,Processador Intel Core i3 2ª Geração De 2 Núcleos E 3.30ghz - Oem,0.0,111.4,108.06,3,0,0,True,Intel,Hardware/Processadores/Processador Intel,Sem Garantia,False,https://www.kabum.com.br/produto/887739/processador-intel-core-i3-2-geracao-de-2-nucleos-e-3-30ghz-oem,,,False,Intel,Core i3,
2026-05-16,cpu,887734,Processador Desk Amd Am4 Ryzen 5 5600gt,0.0,1315.3,1275.84,3,0,0,True,AMD,Hardware/Processadores/Processador AMD,Sem Garantia,False,https://www.kabum.com.br/produto/887734/processador-desk-amd-am4-ryzen-5-5600gt,AM4,,False,AMD,Ryzen 5,DDR4
2026-05-16,cpu,632764,Processador Intel Core I5-6500 3.2ghz LGA  1151 Oem,0.0,320.0,262.4,18,0,0,True,Intel,Hardware/Processadores/Processador Intel,Sem Garantia,True,https://www.kabum.com.br/produto/632764/processador-intel-core-i5-6500-3-2ghz-lga-1151-oem,LGA1151,,False,Intel,Core I5,DDR4
2026-05-16,cpu,887733,Processador Desk Amd Am4 Ryzen 7 5700g,0.0,1446.8,1403.4,3,0,0,True,AMD,Hardware/Processadores/Processador AMD,Sem Garantia,False,https://www.kabum.com.br/produto/887733/processador-desk-amd-am4-ryzen-7-5700g,AM4,,False,AMD,Ryzen 7,DDR4
2026-05-16,cpu,1033243,Processador Intel Core i9 11900kf 3.5ghz 5.3ghz Turbo 8 Núcleos 16 Threads LGA 1200 16mb Cache Oem,0.0,2720.39,2312.33,15,0,0,True,Intel,Hardware/Processadores/Processador Intel/Core i9,Sem Garantia,True,https://www.kabum.com.br/produto/1033243/processador-intel-core-i9-11900kf-3-5ghz-5-3ghz-turbo-8-nucleos-16-threads-lga-1200-16mb-cache-oem,LGA1200,,False,Intel,Core i9,DDR4
2026-05-16,cpu,999079,Processador Intel Core i3-4160 3.60ghz LGA  1150 4 Geração,0.0,190.0,190.0,0,0,0,True,Intel,Hardware/Processadores/Processador Intel/Core i3,Sem Garantia,False,https://www.kabum.com.br/produto/999079/processador-intel-core-i3-4160-3-60ghz-lga-1150-4-geracao,LGA1150,,False,Intel,Core i3,
2026-05-16,cpu,1021180,"Processador Intel Core i3-4150 3.5ghz, Socket LGA 1150, 3mb Cache, Hd Graphics 4400 - Oem",0.0,51.98,47.3,9,0,0,True,Intel,Hardware/Processadores/Processador Intel/Core i3,Sem Garantia,True,https://www.kabum.com.br/produto/1021180/processador-intel-core-i3-4150-3-5ghz-socket-lga-1150-3mb-cache-hd-graphics-4400-oem,LGA1150,,False,Intel,Core i3,
2026-05-16,cpu,998084,"Processador Intel Core i3-4130, 3.4ghz, Socket LGA 1150, Cache 3mb, Hd Graphics 4400 - Oem",0.0,50.81,46.24,9,0,0,True,Intel,Hardware/Processadores/Processador Intel,Sem Garantia,True,https://www.kabum.com.br/produto/998084/processador-intel-core-i3-4130-3-4ghz-socket-lga-1150-cache-3mb-hd-graphics-4400-oem,LGA1150,,False,Intel,Core i3,
2026-05-16,cpu,873541,"Processador 1700 I5 12400 2,5Ghz(4,4 GHz)18MB /6 NUC /6 THRE I5-12400 Intel",0.0,1450.0,1276.0,12,0,0,True,Intel,Hardware/Processadores/Processador Intel,Sem Garantia,False,https://www.kabum.com.br/produto/873541/processador-1700-i5-12400-2-5ghz-4-4-ghz-18mb-6-nuc-6-thre-i5-12400-intel,,,False,Intel,,
2026-05-16,cpu,1029783,"Processador Intel Core i5-10400t, 2.0ghz (3.6ghz Turbo Max), LGA 1200, Cache 12mb, Ddr4, Uhd Graphics 630, Tdp 35w - Oem",0.0,1153.49,1049.68,9,0,0,True,Intel,Hardware/Processadores/Processador Intel/Core i5,Sem Garantia,True,https://www.kabum.com.br/produto/1029783/processador-intel-core-i5-10400t-2-0ghz-3-6ghz-turbo-max-lga-1200-cache-12mb-ddr4-uhd-graphics-630-tdp-35w-oem,LGA1200,35.0,False,Intel,Core i5,DDR4
2026-05-16,cpu,1034073,"Processador Intel Core i3-14100, 3.5ghz (4.7ghz Turbo Max), LGA 1700, Cache 12mb, Uhd Graphics 730 - Oem",0.0,1482.44,1349.02,9,0,0,True,Intel,Hardware/Processadores/Processador Intel/Core i3,Sem Garantia,True,https://www.kabum.com.br/produto/1034073/processador-intel-core-i3-14100-3-5ghz-4-7ghz-turbo-max-lga-1700-cache-12mb-uhd-graphics-730-oem,LGA1700,,False,Intel,Core i3,DDR4/DDR5
2026-05-16,cpu,881352,"Processador Intel Core i7 3ª Geração De 4 Núcleos E 3,9ghz - Oem",0.0,466.6,452.6,3,0,0,True,Intel,Hardware/Processadores/Processador Intel,Sem Garantia,False,https://www.kabum.com.br/produto/881352/processador-intel-core-i7-3-geracao-de-4-nucleos-e-3-9ghz-oem,,,False,Intel,Core i7,
2026-05-16,cpu,169845,"Processador Intel Xeon E2124, 3.30GHz, Cache 8MB, Quad Core, LGA 1151, Sem Gráfico - BX80684E2124",0.0,2199.99,1979.99,10,0,0,True,Intel,Hardware/Processadores/Processador Intel/Xeon,Sem Garantia,False,https://www.kabum.com.br/produto/169845/processador-intel-xeon-e2124-3-30ghz-cache-8mb-quad-core-lga-1151-sem-grafico-bx80684e2124,LGA1151,,False,Intel,,DDR4
2026-05-16,cpu,199775,"Processador AMD A10 9700 Bristol Ridge, 3.5GHz (3.8GHz Max Turbo), Cache 2MB, AM4, DDR4 - AD9700AGABBOX",0.0,769.0,769.0,0,0,0,True,AMD,Hardware/Processadores/Processador AMD/A Series,Sem Garantia,False,https://www.kabum.com.br/produto/199775/processador-amd-a10-9700-bristol-ridge-3-5ghz-3-8ghz-max-turbo-cache-2mb-am4-ddr4-ad9700agabbox,AM4,,True,AMD,,DDR4
2026-05-16,cpu,222287,"Processador Intel I5-10600K Marvel's Avengers Collector's Edition Packaging, Cache 12MB, 4.10GHz (4.80GHz) - BX8070110600KA",0.0,954.9,888.06,7,0,0,True,Intel,Hardware/Processadores/Processador Intel/Core i5,Sem Garantia,False,https://www.kabum.com.br/produto/222287/processador-intel-i5-10600k-marvel-s-avengers-collector-s-edition-packaging-cache-12mb-4-10ghz-4-80ghz-bx8070110600ka,,,False,Intel,,
