data_coleta,categoria_key,id,nome,preco_original,preco_atual,preco_pix,desconto_pct,avaliacao,num_avaliacoes,disponivel,fabricante,categoria,garantia,frete_gratis,url,ssd_interface,ssd_geracao_pcie,ssd_capacidade_gb,ssd_notebook
2026-05-16,ssd,621162,"SSD Kingston NV3, 1 TB, M.2 2280, PCIe 4.0 x4, NVMe, Leitura: 6000 MB/s, Gravação: 4000 MB/s, Azul - SNV3S/1000G",1294.11,1294.11,1099.99,15,5,1462,True,Kingston,Hardware/SSD/SSD PCIe NVMe,5 anos de garantia (3 meses de garantia legal + 57 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/621162/ssd-kingston-nv3-1-tb-m-2-2280-pcie-4-0-x4-nvme-leitura-6000-mb-s-gravacao-4000-mb-s-azul-snv3s-1000g,NVMe,4.0,1024.0,False
2026-05-16,ssd,105104,"SSD Rise Mode Gamer Line, 120GB, SATA III, Leitura: 530MB/s, Gravação: 520MB/s, Preto - RM-SSD-120",0.0,176.46,149.99,15,5,200,True,Rise Mode,Hardware/SSD/SSD SATA,1 ano de garantia (3 meses de garantia legal + 9 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/105104/ssd-rise-mode-gamer-line-120gb-sata-iii-leitura-530mb-s-gravacao-520mb-s-preto-rm-ssd-120,SATA,,120.0,False
2026-05-16,ssd,85198,"SSD Kingston A400, 480GB, SATA III, 2.5"", Leitura: 500MB/s, Gravação: 450MB/s, Preto - SA400S37/480G",916.96,916.96,779.42,15,5,4217,True,Kingston,Hardware/SSD/SSD SATA,1 ano de garantia (3 meses de garantia legal + 9 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/85198/ssd-kingston-a400-480gb-sata-iii-2-5-leitura-500mb-s-gravacao-450mb-s-preto-sa400s37-480g,SATA,,480.0,False
2026-05-16,ssd,640757,"SSD Husky, SATA III, 256GB, 2.5"", Leitura 500MB/s, Gravação 450MB/s, Preto - HSSD001256",435.28,435.28,369.99,15,5,97,True,Husky,Hardware/SSD/SSD SATA,3 anos de garantia (3 meses de garantia legal + 33 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/640757/ssd-husky-sata-iii-256gb-2-5-leitura-500mb-s-gravacao-450mb-s-preto-hssd001256,SATA,,256.0,False
2026-05-16,ssd,626781,"SSD Husky 128GB, SATA III, 2.5"", Leitura 500MB/s, Gravação 450MB/s, Preto - HSSD001128",247.04,247.04,209.98,15,5,50,True,Husky,Hardware/SSD/SSD SATA,3 anos de garantia (3 meses de garantia legal + 33 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/626781/ssd-husky-128gb-sata-iii-2-5-leitura-500mb-s-gravacao-450mb-s-preto-hssd001128,SATA,,128.0,False
2026-05-16,ssd,514254,"SSD Rise Mode Gamer Line, 256GB, SATA III, Leitura: 530MB/s, Gravação: 520MB/s, Preto - RM-SSD-256",0.0,341.16,289.99,15,5,48,True,Rise Mode,Hardware/SSD/SSD SATA,1 ano de garantia (3 meses de garantia legal + 9 meses de garantia contratual junto ao fabricante),True,https://www.kabum.com.br/produto/514254/ssd-rise-mode-gamer-line-256gb-sata-iii-leitura-530mb-s-gravacao-520mb-s-preto-rm-ssd-256,SATA,,256.0,False
2026-05-16,ssd,95217,"SSD Kingston A400, 960GB, SATA III, 2.5"", Leitura: 500MB/s, Gravação: 450MB/s, Preto - SA400S37/960G",1057.64,1057.64,898.99,15,5,1384,True,Kingston,Hardware/SSD/SSD SATA,3 anos de garantia (3 meses de garantia legal + 33 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/95217/ssd-kingston-a400-960gb-sata-iii-2-5-leitura-500mb-s-gravacao-450mb-s-preto-sa400s37-960g,SATA,,960.0,False
2026-05-16,ssd,530975,"SSD Msi Spatium S270, 240GB, Sata Iii 2,5 Polegadas - S78-440n070-p83",343.33,343.33,309.0,10,5,1,True,MSI,Hardware/SSD/SSD SATA,Sem Garantia,False,https://www.kabum.com.br/produto/530975/ssd-msi-spatium-s270-240gb-sata-iii-2-5-polegadas-s78-440n070-p83,SATA,,240.0,False
2026-05-16,ssd,621161,"SSD Kingston NV3, 500 GB, M.2 2280, PCIe 4.0 x4, NVMe, Leitura: 5000 MB/s, Gravação: 3000 MB/s, Azul - SNV3S/500G",964.69,964.69,819.99,15,5,192,True,Kingston,Hardware/SSD/SSD PCIe NVMe,5 anos de garantia (3 meses de garantia legal + 57 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/621161/ssd-kingston-nv3-500-gb-m-2-2280-pcie-4-0-x4-nvme-leitura-5000-mb-s-gravacao-3000-mb-s-azul-snv3s-500g,NVMe,4.0,500.0,False
2026-05-16,ssd,85197,"SSD Kingston A400, 240GB, SATA III, 2.5"", Leitura: 500MB/s, Gravação: 350MB/s, Preto - SA400S37/240G",0.0,441.16,374.99,15,5,5445,True,Kingston,Hardware/SSD/SSD SATA,3 anos de garantia (3 meses de garantia legal + 33 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/85197/ssd-kingston-a400-240gb-sata-iii-2-5-leitura-500mb-s-gravacao-350mb-s-preto-sa400s37-240g,SATA,,240.0,False
2026-05-16,ssd,893033,"SSD Gen4 Husky ThunderBoost, 256GB, M.2 NVMe, Leitura 3200 MB/s, Escrita 1800 MB/s - HSSD256GEN4",941.16,941.16,799.99,15,5,3,True,Husky,Hardware/SSD/SSD PCIe NVMe,3 anos de garantia (3 meses de garantia legal + 33 meses de garantia contratual junto ao fabricante),True,https://www.kabum.com.br/produto/893033/ssd-gen4-husky-thunderboost-256gb-m-2-nvme-leitura-3200-mb-s-escrita-1800-mb-s-hssd256gen4,NVMe,None,256.0,False
2026-05-16,ssd,626782,"SSD Husky 512GB, SATA III, 2.5"", Leitura 520MB/s, Gravação 450MB/s, Preto - HSSD001512",799.99,799.99,679.99,15,4,34,True,Husky,Hardware/SSD/SSD Externo / Portátil,3 anos de garantia (3 meses de garantia legal + 33 meses de garantia contratual junto ao fabricante),True,https://www.kabum.com.br/produto/626782/ssd-husky-512gb-sata-iii-2-5-leitura-520mb-s-gravacao-450mb-s-preto-hssd001512,SATA,,512.0,False
2026-05-16,ssd,939463,"SSD Externo ADATA SC735, 1TB, USB 3.2, 1000G , Leitura 1050 e Gravação 1000 MB/s- S - SC735-1000G-CCBK/BU",0.0,823.52,699.99,15,5,11,True,Adata,Hardware/SSD/SSD Externo / Portátil,5 anos de garantia (3 meses de garantia legal + 57 meses de garantia contratual junto ao fabricante),True,https://www.kabum.com.br/produto/939463/ssd-externo-adata-sc735-1tb-usb-3-2-1000g-leitura-1050-e-gravacao-1000-mb-s-s-sc735-1000g-ccbk-bu,,,1024.0,False
2026-05-16,ssd,621163,"SSD Kingston NV3, 2TB, M.2 2280, PCIe 4.0 x4, NVMe, Leitura: 6000 MB/s, Gravação: 5000 MB/s, Azul - SNV3S/2000G",2801.44,2801.44,2381.22,15,5,39,True,Kingston,Hardware/SSD/SSD PCIe NVMe,5 anos de garantia (3 meses de garantia legal + 57 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/621163/ssd-kingston-nv3-2tb-m-2-2280-pcie-4-0-x4-nvme-leitura-6000-mb-s-gravacao-5000-mb-s-azul-snv3s-2000g,NVMe,4.0,2048.0,False
2026-05-16,ssd,169967,"SSD ADATA XPG, 1TB, S70 Blade, PCIe Gen4x4, M.2 2280, NVMe, Leitura: 7400MB/s e Gravação: 5500MB/s, 3D NAND - AGAMMIXS70B-1T-CS",1529.4,1529.4,1299.99,15,5,305,True,XPG,Hardware/SSD/SSD PCIe NVMe,5 anos de garantia (3 meses de garantia legal + 57 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/169967/ssd-adata-xpg-1tb-s70-blade-pcie-gen4x4-m-2-2280-nvme-leitura-7400mb-s-e-gravacao-5500mb-s-3d-nand-agammixs70b-1t-cs,NVMe,None,1024.0,False
2026-05-16,ssd,105105,"SSD Rise Mode Gamer Line, 240GB, SATA III, Leitura: 530MB/s, Gravação: 520MB/s, Preto - RM-SSD-240",351.75,351.75,298.99,15,5,320,True,Rise Mode,Hardware/SSD/SSD SATA,1 ano de garantia (3 meses de garantia legal + 9 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/105105/ssd-rise-mode-gamer-line-240gb-sata-iii-leitura-530mb-s-gravacao-520mb-s-preto-rm-ssd-240,SATA,,240.0,False
2026-05-16,ssd,633107,"SSD Kingston 1TB Nv3 M.2 Nvme PCIe 4, Leitura 6000MB/s, Gravação 4000MB/s, Ultra Rápido - Snv3s/1000g",1205.0,1205.0,1205.0,0,5,100,True,Kingston,Hardware/SSD/SSD PCIe NVMe,Sem Garantia,False,https://www.kabum.com.br/produto/633107/ssd-kingston-1tb-padrao-nv3-m-2-2280-nvme-4-0-gen-4x4-leitura-6000-e-gravacao-4000mbps-ultra-rapido-snv3s-1000g,NVMe,,1024.0,False
2026-05-16,ssd,593419,"SSD PCIe ADATA, 256GB, NVMe, Leitura: 2.400MB/s e Gravação: 1.800MB/s, Azul - ALEG-710-256GCS",0.0,529.4,449.99,15,5,94,True,Adata,Hardware/SSD/SSD PCIe NVMe,3 anos de garantia (3 meses de garantia legal + 33 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/593419/ssd-pcie-adata-256gb-nvme-leitura-2-400mb-s-e-gravacao-1-800mb-s-azul-aleg-710-256gcs,NVMe,,256.0,False
2026-05-16,ssd,580064,Hd SSD 128GB Alltek 2.5 Sata Ill 6 Gbs - 3 Anos Preto 128GB,0.0,214.99,214.99,0,0,0,True,Alltek,Hardware/SSD/SSD SATA,Sem Garantia,False,https://www.kabum.com.br/produto/580064/hd-ssd-128gb-alltek-2-5-sata-ill-6-gbs-3-anos-preto-128gb,SATA,,128.0,False
2026-05-16,ssd,592352,SSD. Externo 1TB Usb Tipo C 3.2 800mb/s Leit Preto E Laranja Sdssde30-1t00-g26 Sandisk,879.0,879.0,870.21,1,4,4,True,SanDisk,Hardware/SSD/SSD Externo / Portátil,Sem Garantia,False,https://www.kabum.com.br/produto/592352/ssd-externo-portatil-sandisk-1tb-usb-leitura-800mb-s-preto-e-laranja-sdssde30-1t00-g26,,,1024.0,False
2026-05-16,ssd,459936,"SSD Kingston DC600M Mixed-Use, 960 GB, SATA III, 2.5"", Leitura: 560 MB/s, Gravação: 530 MB/s, para Servidor, Preto - SEDC600M/960G",0.0,3670.58,3119.99,15,5,7,True,Kingston,Hardware/SSD/SSD SATA,5 anos de garantia (3 meses de garantia legal + 57 meses de garantia contratual junto ao fabricante),True,https://www.kabum.com.br/produto/459936/ssd-kingston-dc600m-mixed-use-960-gb-sata-iii-2-5-leitura-560-mb-s-gravacao-530-mb-s-para-servidor-preto-sedc600m-960g,SATA,,960.0,False
2026-05-16,ssd,632571,SSD Kingston Nv3 500 Gb Nvme M.2 2280 Leitura 5000mb/s Gravação 6000mb/s- Snv3s/500g,829.0,829.0,820.71,1,5,10,True,Kingston,Hardware/SSD/SSD M.2 SATA,Sem Garantia,False,https://www.kabum.com.br/produto/632571/ssd-500gb-m-2-nvme-pcie-4-5000mb-s-leit-3000mb-s-grav-nv3-snv3s-500g-kingston,NVMe,,500.0,False
2026-05-16,ssd,273738,"SSD Kingston Orient A400 240GB, Sata Iii 6GB-s, Leitura 500MB/s e Gravação 350MB/s - Sa400s37/240g",399.9,399.9,399.9,0,5,4,True,ORIENT,Hardware/SSD/SSD SATA,Sem Garantia,False,https://www.kabum.com.br/produto/273738/ssd-kingston-orient-a400-240gb-sata-iii-6gb-s-leitura-500mb-s-e-gravacao-350mb-s-sa400s37-240g,SATA,,240.0,False
2026-05-16,ssd,703111,"SSD Adata Legend 860, 500GB, M.2 2280, PCIe Gen 4x4, NVMe Leitura: 6000MB/s, Gravação: 5000MB/s, Compatível com PS5, Preto - SLEG-860-500GCS",0.0,835.28,709.99,15,5,50,True,Adata,Hardware/SSD/SSD PCIe NVMe,5 anos de garantia (3 meses de garantia legal + 57 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/703111/ssd-adata-legend-860-500gb-m-2-2280-pcie-gen-4x4-nvme-leitura-6000mb-s-gravacao-5000mb-s-compativel-com-ps5-preto-sleg-860-500gcs,NVMe,None,500.0,False
2026-05-16,ssd,703113,"SSD Adata Legend 860, 2TB, M.2 2280, PCIe Gen 4x4, NVMe Leitura: 6000MB/s, Gravação: 5000MB/s, Compatível com PS5, Preto - SLEG-860-2000GCS",2058.81,2058.81,1749.99,15,5,16,True,Adata,Hardware/SSD/SSD PCIe NVMe,5 anos de garantia (3 meses de garantia legal + 57 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/703113/ssd-adata-legend-860-2tb-m-2-2280-pcie-gen-4x4-nvme-leitura-6000mb-s-gravacao-5000mb-s-compativel-com-ps5-preto-sleg-860-2000gcs,NVMe,None,2048.0,False
2026-05-16,ssd,398535,"SSD Kingston Fury Renegade, 1TB, M.2 2280, PCIe 4.0 x4, NVMe, Leitura: 7300 MB/s, Gravação: 6000MB/s, com Dissipador, Compatível com PS5 - SFYRSK/1000G",2702.19,2702.19,2296.86,15,5,121,True,Kingston,Hardware/SSD/SSD PCIe NVMe,5 anos de garantia (3 meses de garantia legal + 57 meses de garantia contratual junto ao fabricante),True,https://www.kabum.com.br/produto/398535/ssd-kingston-fury-renegade-1tb-m-2-2280-pcie-4-0-x4-nvme-leitura-7300-mb-s-gravacao-6000mb-s-com-dissipador-compativel-com-ps5-sfyrsk-1000g,NVMe,4.0,1024.0,False
2026-05-16,ssd,514256,"SSD Rise Mode Gamer M.2 Z Series, 1TB, M.2, NVMe, Leitura: 2200MB/s e Gravação: 1800MB/s, Preto - RM-SSD-1TB-M2",1094.11,1094.11,929.99,15,5,53,True,Rise Mode,Hardware/SSD/SSD PCIe NVMe,1 ano de garantia (3 meses de garantia legal + 9 meses de garantia contratual junto ao fabricante),True,https://www.kabum.com.br/produto/514256/ssd-rise-mode-gamer-m-2-z-series-1tb-m-2-nvme-leitura-2200mb-s-e-gravacao-1800mb-s-preto-rm-ssd-1tb-m2,NVMe,,1024.0,False
2026-05-16,ssd,169968,"SSD XPG S70 Blade, 2TB, PCIe Gen4x4, M.2 NVMe, Leitura: 7400MB/s e Gravação: 6400MB/s, 3D NAND, Preto - AGAMMIXS70B-2T-CS",3176.46,3176.46,2699.99,15,5,158,True,XPG,Hardware/SSD/SSD PCIe NVMe,5 anos de garantia (3 meses de garantia legal + 57 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/169968/ssd-xpg-s70-blade-2tb-pcie-gen4x4-m-2-nvme-leitura-7400mb-s-e-gravacao-6400mb-s-3d-nand-preto-agammixs70b-2t-cs,NVMe,None,2048.0,False
2026-05-16,ssd,202655,"SSD Adata Su650 240GB, Leitura 520 MB/s, Gravação 450MB/s - Asu650ss-240gt-r",0.0,369.0,350.55,5,5,21,True,Adata,Hardware/SSD/SSD SATA,Sem Garantia,False,https://www.kabum.com.br/produto/202655/ssd-adata-su650-240gb-leitura-520-mb-s-gravacao-450mb-s-asu650ss-240gt-r,,,240.0,False
2026-05-16,ssd,510894,"SSD SanDisk PC SN350, 250GB, PCIe, NVMe, Leitura: 2400MB/s e Gravação: 1500MB/s, Preto - WDS250G2G0C",0.0,623.52,529.99,15,5,56,True,SanDisk,Hardware/SSD/SSD PCIe NVMe,3 anos de garantia (3 meses de garantia legal + 33 meses de garantia contratual junto ao fabricante),True,https://www.kabum.com.br/produto/510894/ssd-sandisk-pc-sn350-250gb-pcie-nvme-leitura-2400mb-s-e-gravacao-1500mb-s-preto-wds250g2g0c,NVMe,,250.0,False
2026-05-16,ssd,102488,"SSD Lexar NS100, 256GB, SATA III, 2.5"", Leitura: 520MB/s, Preto - LNS100-256RBNA",0.0,429.29,364.9,15,5,505,True,Lexar,Hardware/SSD/SSD SATA,1 ano de garantia (3 meses de garantia legal + 9 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/102488/ssd-lexar-ns100-256gb-sata-iii-2-5-leitura-520mb-s-preto-lns100-256rbna,SATA,,256.0,False
2026-05-16,ssd,593423,"SSD Adata SU650, 256GB, SATA III, 2.5"", Leitura: 540MB/s, Gravação: 450MB/s, Preto - ASU650SS-256GT-R",470.57,470.57,399.98,15,5,12,True,Adata,Hardware/SSD/SSD SATA,3 anos de garantia (3 meses de garantia legal + 33 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/593423/ssd-adata-su650-256gb-sata-iii-2-5-leitura-540mb-s-gravacao-450mb-s-preto-asu650ss-256gt-r,SATA,,256.0,False
2026-05-16,ssd,626786,"SSD PCIe Husky ThunderBoost, 1TB, M.2 NVMe, Leitura 2400MB/s, Gravação 1700MB/s, Preto - HSSD0021000",1447.05,1447.05,1229.99,15,5,13,True,Husky,Hardware/SSD/SSD PCIe NVMe,3 anos de garantia (3 meses de garantia legal + 33 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/626786/ssd-pcie-husky-thunderboost-1tb-m-2-nvme-leitura-2400mb-s-gravacao-1700mb-s-preto-hssd0021000,NVMe,,1024.0,False
2026-05-16,ssd,105106,"SSD Rise Mode Gamer Line, 480GB, SATA III, Leitura: 530MB/s, Gravação: 520MB/s, Preto - RM-SSD-480",658.81,658.81,559.99,15,5,183,True,Rise Mode,Hardware/SSD/SSD SATA,1 ano de garantia (3 meses de garantia legal + 9 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/105106/ssd-rise-mode-gamer-line-480gb-sata-iii-leitura-530mb-s-gravacao-520mb-s-preto-rm-ssd-480,SATA,,480.0,False
2026-05-16,ssd,893034,"SSD Gen4 Husky ThunderBoost, 512GB, M.2 NVMe, Leitura 4000 MB/s, Escrita 2200 MB/s - HSSD512GEN4",1176.46,1176.46,999.99,15,5,7,True,Husky,Hardware/SSD/SSD PCIe NVMe,3 anos de garantia (3 meses de garantia legal + 33 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/893034/ssd-gen4-husky-thunderboost-512gb-m-2-nvme-leitura-4000-mb-s-escrita-2200-mb-s-hssd512gen4,NVMe,None,512.0,False
2026-05-16,ssd,872627,"SSD WD Green SATA, 250GB, 2.5"", Leitura: 545MB/s, Gravação: 430MB/s - WDS250G5G0A",0.0,470.58,399.99,15,5,7,True,SanDisk,Hardware/SSD/SSD SATA,3 anos de garantia (3 meses de garantia legal + 33 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/872627/ssd-wd-green-sata-250gb-2-5-leitura-545mb-s-gravacao-430mb-s-wds250g5g0a,SATA,,250.0,False
2026-05-16,ssd,934694,SSD M.2 2280 Wd Green Sn3000 500gb Nvme - Wds500g4g0e,0.0,965.0,791.3,18,0,0,True,WD,Hardware/SSD/SSD SATA,Sem Garantia,True,https://www.kabum.com.br/produto/934694/ssd-m-2-2280-wd-green-sn3000-500gb-nvme-wds500g4g0e,NVMe,,500.0,False
2026-05-16,ssd,538416,"SSD Sandisk Plus 1TB, M.2 2280 NVMe Pcie Gen 3.0, Leitura 3200MB/s E Gravação 2500MB/s - Sdssda3n-1t00-G26",1100.0,1100.0,990.0,10,5,16,True,SanDisk,Hardware/SSD/SSD PCIe NVMe,Sem Garantia,False,https://www.kabum.com.br/produto/538416/ssd-sandisk-plus-1tb-m-2-2280-nvme-pcie-gen-3-0-leitura-3200mb-s-e-gravacao-2500mb-s-sdssda3n-1t00-g26,NVMe,None,1024.0,False
2026-05-16,ssd,377491,"SSD 480GB WD Green, SATA 3 2.5 Pol, Leitura 545 MBps E Gravação 430MBps - Wds480g3g0a",0.0,779.9,623.92,20,0,0,True,WD,Hardware/SSD/SSD SATA,Sem Garantia,True,https://www.kabum.com.br/produto/377491/ssd-480gb-wd-green-sata-3-2-5-pol-leitura-545-mbps-e-gravacao-430mbps-wds480g3g0a,SATA,,480.0,False
2026-05-16,ssd,314809,"Ssd Kingspec 120gb 2,5 Polegadas Sata3 - P4-120",0.0,169.0,160.55,5,5,1,True,Kingspec,Hardware/SSD/SSD SATA,Sem Garantia,False,https://www.kabum.com.br/produto/314809/ssd-kingspec-120gb-2-5-polegadas-sata3-p4-120,SATA,,120.0,False
2026-05-16,ssd,917681,"SSD Macrovip 2.5"" Sata 120GB Leitura Até 520mb/s  Mv120GB",0.0,164.9,164.9,0,0,0,True,MACROVIP,Hardware/SSD/SSD SATA,Sem Garantia,False,https://www.kabum.com.br/produto/917681/ssd-macrovip-2-5-sata-120gb-leitura-ate-520mb-s-mv120gb,SATA,,120.0,False
2026-05-16,ssd,872628,"SSD SanDisk WD Green SATA, 500GB, 2.5"", Leitura: 545MB/s, Gravação: 430MB/s - WDS500G5G0A",941.17,941.17,799.99,15,5,3,True,SanDisk,Hardware/SSD/SSD PCIe NVMe,3 anos de garantia (3 meses de garantia legal + 33 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/872628/ssd-sandisk-wd-green-sata-500gb-2-5-leitura-545mb-s-gravacao-430mb-s-wds500g5g0a,SATA,,500.0,False
2026-05-16,ssd,230024,"SSD, Nvme, Winmemory, 256gb, M.2 2280, PCie 3.0, Leitura 2500mb/s, Gravacao 2100mb/s - Swg256g-n12h - Oem",0.0,411.1,369.99,10,0,0,True,Win Memory,Hardware/SSD/SSD PCIe NVMe,Sem Garantia,False,https://www.kabum.com.br/produto/230024/ssd-nvme-winmemory-256gb-m-2-2280-pcie-3-0-leitura-2500mb-s-gravacao-2100mb-s-swg256g-n12h-oem,NVMe,3.0,256.0,False
2026-05-16,ssd,429825,"SSD Adata SU650, 512GB, SATA III, 2.5"", Leitura: 520MB/s, Gravação: 450MB/s, Preto - ASU650SS-512GT-R",0.0,764.69,649.99,15,5,129,True,Adata,Hardware/SSD/SSD SATA,3 anos de garantia (3 meses de garantia legal + 33 meses de garantia contratual junto ao fabricante),True,https://www.kabum.com.br/produto/429825/ssd-adata-su650-512gb-sata-iii-2-5-leitura-520mb-s-gravacao-450mb-s-preto-asu650ss-512gt-r,SATA,,512.0,False
2026-05-16,ssd,615714,"SSD Externo Kingston XS1000, 2 TB, USB 3.2 Gen 2x2, Portátil, Leitura: 1050 MB/s, Gravação: 1000 MB/s, Vermelho - SXS1000R/2000G",1964.69,1964.69,1669.99,15,5,35,True,Kingston,Hardware/SSD/SSD Externo / Portátil,5 anos de garantia (3 meses de garantia legal + 57 meses de garantia contratual junto ao fabricante),True,https://www.kabum.com.br/produto/615714/ssd-externo-kingston-xs1000-2-tb-usb-3-2-gen-2x2-portatil-leitura-1050-mb-s-gravacao-1000-mb-s-vermelho-sxs1000r-2000g,,None,2048.0,False
2026-05-16,ssd,400945,"SSD Kingston Nv2 500GB, M.2 2280, NVME PCIE 4.0 X4, Leitura 3500MB/s E Gravação 2100MB/s, Preto - Snv2s/500g",749.0,749.0,741.51,1,5,23,True,Kingston,Hardware/SSD/SSD PCIe NVMe,Sem Garantia,False,https://www.kabum.com.br/produto/400945/ssd-kingston-nv2-500gb-m-2-2280-nvme-pcie-4-0-x4-leitura-3500mb-s-e-gravacao-2100mb-s-preto-snv2s-500g,NVMe,4.0,500.0,False
2026-05-16,ssd,538417,"SSD M.2 PCie 3.0 Sandisk Plus 500gb, Nvme, Leitura 2400mb/s, Gravação 1500mb/s - Sdssda3n-500g-g26",0.0,687.67,618.9,10,5,2,True,SanDisk,Hardware/SSD/SSD PCIe NVMe,Sem Garantia,False,https://www.kabum.com.br/produto/538417/ssd-m-2-sandisk-plus-500gb-3200mbs,NVMe,3.0,500.0,False
2026-05-16,ssd,885105,"SSD Rise Mode Gamer M.2 Z Series Pro 1TB M.2, NVMe, Gen3, Leitura 3500MB/s e Gravação 2600MB/s - RM-SSD-1TB-M2PRO",0.0,1199.99,1019.99,15,0,0,True,Rise Mode,Hardware/SSD/SSD PCIe NVMe,1 ano de garantia (3 meses de garantia legal + 9 meses de garantia contratual junto ao fabricante),True,https://www.kabum.com.br/produto/885105/ssd-rise-mode-gamer-m-2-z-series-pro-1tb-m-2-nvme-gen3-leitura-3500mb-s-e-gravacao-2600mb-s-rm-ssd-1tb-m2pro,NVMe,None,1024.0,False
2026-05-16,ssd,999225,"SSD Samsung 990 EVO Plus, 1TB, M.2 NVMe, PCIe Gen 4.0 x4 / Gen 5.0 x2, Leitura 7150 MB/s - MZ-V9S1T0B/AM",0.0,1799.99,1529.99,15,5,1,True,Samsung,Hardware/SSD/SSD PCIe NVMe,5 anos de garantia (3 meses de garantia legal + 57 meses de garantia contratual junto ao fabricante),True,https://www.kabum.com.br/produto/999225/ssd-samsung-990-evo-plus-1tb-m-2-nvme-pcie-gen-4-0-x4-gen-5-0-x2-leitura-7150-mb-s-mz-v9s1t0b-am,NVMe,None,1024.0,False
2026-05-16,ssd,934693,SSD M.2 2280 Wd Green Sn3000 1TB Nvme - Wds100t4g0e,0.0,1155.28,1097.52,5,0,0,True,WD,Hardware/SSD/SSD SATA,Sem Garantia,True,https://www.kabum.com.br/produto/934693/ssd-m-2-2280-wd-green-sn3000-1tb-nvme-wds100t4g0e,NVMe,,1024.0,False
2026-05-16,ssd,678286,"SSD Kingston NV3, 4TB, M.2 2280, PCIe 4.0 x4, NVMe, Leitura 6000 MB/s, Gravação 5000 MB/s, Azul - SNV3S/4000G",0.0,3882.34,3299.99,15,5,4,True,Kingston,Hardware/SSD/SSD PCIe NVMe,5 anos de garantia (3 meses de garantia legal + 57 meses de garantia contratual junto ao fabricante),True,https://www.kabum.com.br/produto/678286/ssd-kingston-nv3-4tb-m-2-2280-pcie-4-0-x4-nvme-leitura-6000-mb-s-gravacao-5000-mb-s-azul-snv3s-4000g,NVMe,4.0,4096.0,False
2026-05-16,ssd,85948,"Kingston Adaptador de SSD 2,5, para Baia 3,5 - SNA-BR2/35",0.0,15.28,12.99,15,5,920,True,Kingston,Hardware/SSD/Acessórios,1 ano de garantia (3 meses de garantia legal + 9 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/85948/kingston-adaptador-de-ssd-2-5-para-baia-3-5-sna-br2-35,,,,False
2026-05-16,ssd,594176,"SSD  M.2  PCie, Nvme Kingston 1 TB, Leitura: 3500 Mb/s e Gravação: 2100 Mb/s - Snv2s/1000g",998.0,998.0,988.02,1,5,10,True,Kingston,Hardware/SSD/SSD M.2 SATA,Sem Garantia,False,https://www.kabum.com.br/produto/594176/ssd-m-2-pcie-nvme-kingston-1-tb-leitura-3500-mb-s-e-gravacao-2100-mb-s-snv2s-1000g,NVMe,,1024.0,False
2026-05-16,ssd,459935,"SSD Kingston DC600M Mixed-Use, 480GB, SATA III, 2.5"", Leitura: 560 MB/s, Gravação: 470 MB/s, para Servidor, Preto - SEDC600M/480G",0.0,2494.11,2119.99,15,5,4,True,Kingston,Hardware/SSD/SSD SATA,5 anos de garantia (3 meses de garantia legal + 57 meses de garantia contratual junto ao fabricante),False,https://www.kabum.com.br/produto/459935/ssd-kingston-dc600m-mixed-use-480gb-sata-iii-2-5-leitura-560-mb-s-gravacao-470-mb-s-para-servidor-preto-sedc600m-480g,SATA,,480.0,False
2026-05-16,ssd,1019989,SSD M.2 Nvme 256gb PCie 3.0 Futuretech N2000 Alta Velocidade 2200mb/s,0.0,333.9,310.53,7,5,1,True,Patriot,Hardware/SSD/SSD PCIe NVMe,Sem Garantia,False,https://www.kabum.com.br/produto/1019989/ssd-m-2-nvme-256gb-pcie-3-0-futuretech-n2000-alta-velocidade-2200mb-s,NVMe,3.0,256.0,False
